CaseID;ActivityID;Timestamp;Resource
0;0;10.01.2011 06:45:00;0
0;1;10.01.2011 07:17:00;0
0;1;10.08.2011 11:32:00;0.962430549
0;1;10.10.2011 06:33:00;0.974424552
0;2;13.10.2011 05:37:37;0.937384249
1;0;10.01.2011 06:43:00;0
1;0;10.01.2011 09:35:00;0
1;1;10.01.2011 09:36:00;0
1;1;10.03.2011 11:56:00;0
1;1;10.03.2011 11:57:00;0
1;1;10.10.2011 05:14:00;0.974424552
1;2;10.10.2011 06:30:00;0.953258665
1;2;10.10.2011 09:14:00;0.953258665
1;2;10.10.2011 09:17:00;0.953258665
2;0;10.01.2011 06:35:00;0.962342358
2;0;10.03.2011 06:21:00;0
2;0;10.03.2011 08:32:00;0.987829615
2;0;03.10.2011 08:40:17;0.987829615
2;1;10.03.2011 08:44:00;0.987829615
2;1;10.10.2011 11:47:00;0
2;1;10.10.2011 14:34:36;0.980597936
2;1;14.10.2011 13:16:00;0.962342358
2;1;17.10.2011 15:43:00;0.957844607
2;1;25.10.2011 06:50:00;0
2;1;26.10.2011 14:50:22;0.988005997
2;1;29.10.2011 08:41:00;0.986065791
2;1;01.11.2011 11:55:35;0.98677132
2;1;11.01.2011 14:21:00;0.980597936
2;1;11.02.2011 06:15:00;0.974424552
2;2;11.04.2011 13:05:00;0.935620425
3;0;10.01.2011 06:40:00;0.962342358
3;0;10.01.2011 08:02:00;0.962342358
4;3;10.01.2011 05:16:00;0.962342358
4;0;10.01.2011 06:50:00;0.962342358
4;0;10.01.2011 06:53:00;0.962342358
4;0;10.01.2011 10:00:00;0
5;0;10.01.2011 05:27:00;0.962342358
5;0;10.01.2011 06:43:00;0.962342358
5;0;10.10.2011 12:43:00;0.968515742
5;0;11.01.2011 06:15:00;0.968515742
6;3;10.01.2011 05:10:00;0.962342358
6;0;10.01.2011 08:03:00;0.971778816
6;0;10.03.2011 06:17:00;0.985977599
6;0;10.03.2011 09:42:00;0.985977599
7;0;10.01.2011 06:46:00;0
7;0;10.01.2011 07:30:00;0.962342358
7;1;10.08.2011 11:38:00;0.962430549
7;1;10.10.2011 07:54:00;0.961195873
7;2;13.10.2011 06:05:28;0.894082371
8;0;10.01.2011 05:44:00;0
8;1;10.01.2011 05:44:00;0
8;1;10.01.2011 05:46:00;0
8;1;10.01.2011 05:50:00;0
8;1;10.01.2011 05:50:00;0
8;1;10.08.2011 11:31:00;0.970279566
8;1;10.10.2011 05:55:00;0.974424552
8;2;13.10.2011 07:36:00;0.937384249
8;4;13.10.2011 08:05:00;0
8;4;13.10.2011 08:53:00;0.937384249
8;4;13.10.2011 12:12:00;0.98086251
8;4;13.10.2011 12:14:00;0.98086251
8;4;13.10.2011 12:14:00;0.98086251
8;4;15.10.2011 10:17:00;0.962430549
8;4;15.10.2011 11:56:00;0.962430549
8;4;17.10.2011 09:32:00;0
8;4;17.10.2011 10:28:00;0
8;4;18.10.2011 12:46:00;0.960313961
8;4;18.10.2011 13:46:00;0.970279566
8;2;19.10.2011 04:53:00;0.96763383
8;4;19.10.2011 05:17:00;0
8;4;19.10.2011 05:24:19;0
8;4;20.10.2011 05:30:00;0.974424552
8;4;24.10.2011 11:24:00;0.980774319
8;4;26.10.2011 04:12:00;0
8;2;27.10.2011 05:18:00;0.96763383
9;0;10.01.2011 06:20:00;0.964723521
9;1;10.01.2011 06:22:00;0.964723521
9;1;10.01.2011 06:32:00;0.964723521
9;1;10.04.2011 09:47:00;0
9;1;10.06.2011 04:49:00;0
9;2;10.10.2011 05:06:00;0.935620425
9;4;10.10.2011 05:20:00;0.962342358
9;4;10.10.2011 06:42:00;0.962342358
9;4;10.10.2011 09:22:00;0
9;4;10.10.2011 11:28:00;0.970896904
10;3;10.01.2011 07:12:00;0.962342358
10;3;10.01.2011 07:20:00;0.964723521
10;0;10.01.2011 08:27:00;0.962342358
10;0;10.01.2011 09:02:00;0
10;0;10.01.2011 10:15:00;0.970103184
10;0;10.03.2011 06:33:00;0
