CaseID;ActivityID;Timestamp;Resource;Resource2
0;0;0.0;0;0
0;1;8.132560740063028e-05;0;0
0;1;0.7764943580359865;1;1
0;1;0.22247890617058047;2;2
0;2;0.010838204398359934;3;3
1;0;0.0;0;0
1;0;0.0004371251397783877;0;0
1;1;2.5414252312696962e-06;0;0
1;1;0.21627528718105113;0;0
1;1;2.5414252312696962e-06;0;0
1;1;0.7821414048998678;2;2
1;2;0.0001931483175764969;4;4
1;2;0.0004167937379282302;4;4
1;2;7.624275693809088e-06;4;4
2;0;0.0;5;5
2;0;0.2158839076954356;0;0
2;0;0.00033292670529633017;6;6
2;0;0.7575690844092033;6;6
2;1;0.0;6;6
2;1;0.7836306800853919;0;0
2;1;0.00042594286876080105;7;7
2;1;0.014438853308935651;5;5
2;1;0.011352546508081733;8;8
2;1;0.02792263901596015;0;0
2;1;0.004880468299955949;9;9
2;1;0.010040239232828436;10;10
2;1;0.011473475992002982;11;11
2;1;0.0;7;7
2;1;0.11221408966148216;2;2
2;2;0.21696147199349394;12;12
3;0;0.0;5;5
3;0;0.0002083968689641151;5;5
4;3;0.0;5;5
4;0;0.00023889397173935142;5;5
4;0;7.624275693809088e-06;5;5
4;0;0.00047524651824743316;0;0
5;0;0.0;5;5
5;0;0.0001931483175764969;5;5
5;0;1.0;13;13
5;0;0.0;13;13
6;3;0.0;5;5
6;0;0.0004396665650096574;14;14
6;0;0.2156500965741588;15;15
6;0;0.0005209921724102877;15;15
7;0;0.0;0;0
7;0;0.00011182271017586663;5;5
7;1;0.7764765680593677;1;1
7;1;0.22266951306292568;16;16
7;2;0.010703127647317949;17;17
8;0;0.0;0;0
8;1;0.0;0;0
8;1;5.0828504625393924e-06;0;0
8;1;1.0165700925078785e-05;0;0
8;1;0.0;0;0
8;1;0.7767129206058758;18;18
8;1;0.22238487343702348;2;2
8;2;0.011235640947443327;3;3
8;4;7.370133170682118e-05;0;0
8;4;0.00012198841110094541;3;3
8;4;0.0005057436210226695;19;19
8;4;5.0828504625393924e-06;19;19
8;4;0.0;19;19
8;4;0.00702195791399817;1;1
8;4;0.0002516010978956999;1;1
8;4;0.0069533394327538885;0;0
8;4;0.000142319812951103;0;0
8;4;0.00401036901494358;20;20
8;4;0.00015248551387618176;18;18
8;2;0.002305072684761614;21;21
8;4;6.0994205550472706e-05;0;0
8;4;1.859476127545661e-05;0;0
8;4;0.0036740960997594116;2;2
8;4;0.015538273863982922;22;22
8;4;0.006221408966148216;0;0
8;2;0.003827386398292162;21;21
9;0;0.0;23;23
9;1;5.0828504625393924e-06;23;23
9;1;2.541425231269696e-05;23;23
9;1;0.3298642878926502;0;0
9;1;0.22248144759581173;0;0
9;2;0.4465207888583918;12;12
9;4;3.557995323777575e-05;5;5
9;4;0.0002083968689641151;5;5
9;4;0.0004066280370031514;0;0
9;4;0.0003202195791399817;24;24
10;3;0.0;5;5
10;3;2.033140185015757e-05;23;23
10;0;0.00017027549049506964;5;5
10;0;8.894988309443936e-05;0;0
10;0;0.0001855240418826878;25;25
10;0;0.2153552912473315;0;0
10;0;0.0006480634339737725;6;6
11;0;0.0;5;5
11;0;0.0002033140185015757;9;9
11;0;4.066280370031514e-05;9;9
11;0;2.2872827081427266e-05;9;9
11;1;2.033140185015757e-05;9;9
11;1;0.7759276202094134;1;1
11;1;0.22392243570194165;0;0
11;1;0.11191928433465488;0;0
11;1;0.0013927010267357934;26;26
11;1;0.10913388228118329;15;15
11;1;0.0;15;15
11;1;0.002404611839653011;0;0
11;2;0.018905238724543392;4;4
11;4;3.0497102775236353e-05;0;0
11;4;1.0165700925078785e-05;0;0
11;4;0.0008513774524753482;19;19
11;4;0.001981295110297855;0;0
11;2;0.00029836332215106234;21;21
11;4;4.8287079394124223e-05;27;27
11;4;4.574565416285453e-05;0;0
11;2;0.00019259767544305514;21;21
11;4;8.073260818000068e-05;27;27
11;4;0.00020191623462437736;21;21
11;4;0.0003906170580461523;2;2
11;2;0.002107603944291959;21;21
